#event_id event_lat event_lon station netwk.stn.channel.comp slat slon EPIC_DIST relative_starttime relative_endtime shift(in s) CC_value(t) CC_value(0) wind_weight dlnA(t) dlnA(0)
C201303102251A -6.71  148.37   AE.X18A       AE.X18A..BHT             34.53   -109.95    103.63   2343.60   2501.40      1.00      0.95      0.95      3.76     -0.06     -0.06
C201303102251A -6.71  148.37   AE.X18A       AE.X18A..BHT             34.53   -109.95    103.63   2501.40   2719.80     -0.40      0.98      0.98      5.37      0.23      0.23
C201303102251A -6.71  148.37   AE.X18A       AE.X18A..BHZ             34.53   -109.95    103.63   2169.80   2333.00     -4.80      0.95      0.75      3.87     -0.14     -0.14
C201303102251A -6.71  148.37   AE.X18A       AE.X18A..BHZ             34.53   -109.95    103.63   2749.00   3279.80     -4.60      0.91      0.78     12.12      0.17      0.17
C201303102251A -6.71  148.37   AE.Y14A       AE.Y14A..BHR             33.94   -113.00    101.10   1528.80   1658.40     -4.80      0.87      0.70      2.83      0.05      0.06
C201303102251A -6.71  148.37   AE.Y14A       AE.Y14A..BHR             33.94   -113.00    101.10   1840.20   2017.80     -2.00      0.89      0.86      3.93     -0.19     -0.20
C201303102251A -6.71  148.37   AE.Y14A       AE.Y14A..BHR             33.94   -113.00    101.10   2681.20   3095.80     -4.80      0.94      0.79      9.69      0.20      0.20
C201303102251A -6.71  148.37   AE.Y14A       AE.Y14A..BHT             33.94   -113.00    101.10   2274.20   2483.80      0.80      0.90      0.90      4.72     -0.03     -0.02
C201303102251A -6.71  148.37   AE.Y14A       AE.Y14A..BHT             33.94   -113.00    101.10   2483.80   2649.60      0.80      0.99      0.98      4.09      0.20      0.19
C201303102251A -6.71  148.37   AE.Y14A       AE.Y14A..BHZ             33.94   -113.00    101.10   2098.20   2289.20     -5.00      0.95      0.74      4.56     -0.18     -0.18
C201303102251A -6.71  148.37   AE.Y14A       AE.Y14A..BHZ             33.94   -113.00    101.10   2600.60   3210.00     -5.00      0.94      0.78     14.31      0.08      0.08
C201303102251A -6.71  148.37   AI.BELA       AI.BELA.04.BHT          -77.88    -34.63     95.61   2230.60   2473.80     -4.80      0.87      0.81      5.30     -0.61     -0.64
C201303102251A -6.71  148.37   AI.ESPZ       AI.ESPZ.04.BHZ          -63.40    -57.00    107.57   1952.00   2161.40     -6.60      0.94      0.75      4.92     -0.25     -0.25
C201303102251A -6.71  148.37   AI.JUBA       AI.JUBA.04.BHZ          -62.24    -58.66    108.26   2217.00   2402.60     -4.00      0.85      0.73      3.94     -0.42     -0.43
C201303102251A -6.71  148.37   AI.ORCD       AI.ORCD.04.BHZ          -60.74    -44.74    112.06   1545.80   1678.80     -2.00      0.85      0.10      2.84      0.68     -1.51
C201303102251A -6.71  148.37   AI.SMAI       AI.SMAI.04.BHZ          -68.13    -67.11    101.36   1935.20   2092.80     -5.20      0.93      0.18      3.68     -0.02     -0.92
C201303102251A -6.71  148.37   AI.SMAI       AI.SMAI.04.BHZ          -68.13    -67.11    101.36   2092.80   2294.60     -9.00      0.94     -0.53      4.72      0.24     -0.83
C201303102251A -6.71  148.37   AK.ANM        AK.ANM..BHR              64.56   -165.37     79.08    614.40    802.00     -2.60      0.96      0.89      4.50     -0.05     -0.05
C201303102251A -6.71  148.37   AK.ANM        AK.ANM..BHR              64.56   -165.37     79.08    802.00    964.20     -1.20      0.92      0.91      3.74      0.32      0.32
C201303102251A -6.71  148.37   AK.ANM        AK.ANM..BHR              64.56   -165.37     79.08   1046.40   1276.00     -1.40      0.95      0.94      5.47     -0.33     -0.35
C201303102251A -6.71  148.37   AK.ANM        AK.ANM..BHR              64.56   -165.37     79.08   1276.00   1484.60     -0.60      0.95      0.95      4.94     -0.16     -0.16
C201303102251A -6.71  148.37   AK.ANM        AK.ANM..BHR              64.56   -165.37     79.08   1529.60   1718.60     -3.60      0.89      0.80      4.18     -0.60     -0.60
C201303102251A -6.71  148.37   AK.ANM        AK.ANM..BHR              64.56   -165.37     79.08   2080.60   2455.60     -0.60      0.93      0.93      8.69      0.30      0.30
C201303102251A -6.71  148.37   AK.ANM        AK.ANM..BHT              64.56   -165.37     79.08   1091.20   1277.60     -4.40      0.90      0.82      4.18     -0.24     -0.29
C201303102251A -6.71  148.37   AK.ANM        AK.ANM..BHT              64.56   -165.37     79.08   1696.60   1877.40      0.20      0.88      0.87      3.98     -0.28     -0.28
C201303102251A -6.71  148.37   AK.ANM        AK.ANM..BHZ              64.56   -165.37     79.08    621.40    805.80     -2.20      0.95      0.90      4.36      0.02      0.02
C201303102251A -6.71  148.37   AK.ANM        AK.ANM..BHZ              64.56   -165.37     79.08   1215.20   1516.40     -1.80      0.87      0.85      6.55     -0.01     -0.02
C201303102251A -6.71  148.37   AK.ANM        AK.ANM..BHZ              64.56   -165.37     79.08   1571.00   1730.80      2.00      0.88      0.85      3.50      0.34      0.34
C201303102251A -6.71  148.37   AK.ANM        AK.ANM..BHZ              64.56   -165.37     79.08   2068.60   2562.00      0.20      0.94      0.94     11.58      0.21      0.21
C201303102251A -6.71  148.37   AK.BAL        AK.BAL..BHR              61.04   -142.35     86.16   1241.00   1409.20     -1.40      0.88      0.87      3.71     -0.04     -0.06
C201303102251A -6.71  148.37   AK.BAL        AK.BAL..BHR              61.04   -142.35     86.16   1409.20   1593.40      1.20      0.89      0.88      4.08     -0.47     -0.47
C201303102251A -6.71  148.37   AK.BAL        AK.BAL..BHR              61.04   -142.35     86.16   1633.20   1829.20      1.40      0.86      0.84      4.19      0.22      0.22
C201303102251A -6.71  148.37   AK.BAL        AK.BAL..BHR              61.04   -142.35     86.16   2092.80   2272.00     -6.60      0.88      0.57      3.95      0.57      0.56
C201303102251A -6.71  148.37   AK.BAL        AK.BAL..BHT              61.04   -142.35     86.16   2048.20   2269.80     -0.40      0.94      0.94      5.19     -0.03     -0.03
C201303102251A -6.71  148.37   AK.BAL        AK.BAL..BHZ              61.04   -142.35     86.16    656.20    833.40     -1.60      0.92      0.89      4.07      0.19      0.19
C201303102251A -6.71  148.37   AK.BAL        AK.BAL..BHZ              61.04   -142.35     86.16    903.60   1035.00     -1.60      0.90      0.88      2.94      0.36      0.36
C201303102251A -6.71  148.37   AK.BAL        AK.BAL..BHZ              61.04   -142.35     86.16   1175.40   1445.20     -1.60      0.90      0.89      6.07     -0.30     -0.32
C201303102251A -6.71  148.37   AK.BAL        AK.BAL..BHZ              61.04   -142.35     86.16   1613.80   1829.80     -1.00      0.92      0.91      4.97      0.17      0.17
C201303102251A -6.71  148.37   AK.BAL        AK.BAL..BHZ              61.04   -142.35     86.16   1915.00   2070.20     -0.20      0.92      0.92      3.57      0.20      0.19
C201303102251A -6.71  148.37   AK.BAL        AK.BAL..BHZ              61.04   -142.35     86.16   2275.00   2672.40      3.00      0.92      0.87      9.14      0.23      0.23
C201303102251A -6.71  148.37   AK.BCP        AK.BCP..BHR              59.95   -139.64     87.05   1418.00   1603.00     -0.40      0.93      0.93      4.28     -0.58     -0.58
C201303102251A -6.71  148.37   AK.BCP        AK.BCP..BHR              59.95   -139.64     87.05   1646.00   1836.60      1.00      0.93      0.92      4.41      0.01      0.01
C201303102251A -6.71  148.37   AK.BCP        AK.BCP..BHR              59.95   -139.64     87.05   2345.60   2721.00      2.20      0.94      0.91      8.82      0.32      0.32
C201303102251A -6.71  148.37   AK.BCP        AK.BCP..BHT              59.95   -139.64     87.05   2057.20   2269.80     -1.80      0.88      0.87      4.68     -0.15     -0.15
C201303102251A -6.71  148.37   AK.BCP        AK.BCP..BHZ              59.95   -139.64     87.05   1295.60   1447.60     -1.20      0.97      0.96      3.68     -0.24     -0.25
C201303102251A -6.71  148.37   AK.BCP        AK.BCP..BHZ              59.95   -139.64     87.05   1633.60   1841.80     -2.60      0.91      0.88      4.76     -0.00     -0.01
C201303102251A -6.71  148.37   AK.BCP        AK.BCP..BHZ              59.95   -139.64     87.05   1927.40   2084.00     -1.60      0.93      0.91      3.64      0.05      0.05
C201303102251A -6.71  148.37   AK.BCP        AK.BCP..BHZ              59.95   -139.64     87.05   2289.40   2710.40      2.40      0.98      0.94     10.28      0.15      0.15
C201303102251A -6.71  148.37   AK.BESE       AK.BESE..BHR             58.58   -134.86     89.01   1435.20   1635.00     -1.20      0.97      0.96      4.85     -0.61     -0.61
C201303102251A -6.71  148.37   AK.BESE       AK.BESE..BHR             58.58   -134.86     89.01   1668.20   1866.20     -0.40      0.85      0.85      4.21     -0.01     -0.01
C201303102251A -6.71  148.37   AK.BESE       AK.BESE..BHR             58.58   -134.86     89.01   2343.20   2731.20      3.20      0.96      0.90      9.31      0.46      0.46
C201303102251A -6.71  148.37   AK.BESE       AK.BESE..BHT             58.58   -134.86     89.01   2012.40   2333.60     -0.20      0.98      0.98      7.84     -0.30     -0.30
C201303102251A -6.71  148.37   AK.BESE       AK.BESE..BHZ             58.58   -134.86     89.01    618.20    899.80     -2.40      0.89      0.84      6.27      0.19      0.18
C201303102251A -6.71  148.37   AK.BESE       AK.BESE..BHZ             58.58   -134.86     89.01    928.80   1136.60     -1.20      0.93      0.92      4.86      0.11      0.11
C201303102251A -6.71  148.37   AK.BESE       AK.BESE..BHZ             58.58   -134.86     89.01   1189.60   1376.40      0.00      0.92      0.92      4.28      0.12      0.12
C201303102251A -6.71  148.37   AK.BESE       AK.BESE..BHZ             58.58   -134.86     89.01   1376.40   1623.00     -2.20      0.87      0.85      5.39     -0.30     -0.30
C201303102251A -6.71  148.37   AK.BESE       AK.BESE..BHZ             58.58   -134.86     89.01   1672.20   1873.60     -2.20      0.87      0.85      4.37      0.06      0.05
C201303102251A -6.71  148.37   AK.BESE       AK.BESE..BHZ             58.58   -134.86     89.01   1873.60   2113.40     -1.80      0.93      0.90      5.57     -0.03     -0.03
C201303102251A -6.71  148.37   AK.BESE       AK.BESE..BHZ             58.58   -134.86     89.01   2344.20   2726.40      3.60      0.96      0.88      9.21      0.45      0.45
C201303102251A -6.71  148.37   AK.BGLC       AK.BGLC..BHR             60.12   -143.28     85.40   1617.00   1816.00      1.20      0.88      0.87      4.37      0.43      0.43
C201303102251A -6.71  148.37   AK.BGLC       AK.BGLC..BHR             60.12   -143.28     85.40   2302.40   2650.20      2.80      0.96      0.91      8.31      0.36      0.36
C201303102251A -6.71  148.37   AK.BGLC       AK.BGLC..BHT             60.12   -143.28     85.40   2022.20   2240.60      0.60      0.87      0.87      4.77      0.01      0.01
C201303102251A -6.71  148.37   AK.BPAW       AK.BPAW..BHR             64.10   -150.99     83.86   1166.60   1383.20     -1.00      0.97      0.96      5.23     -0.24     -0.24
C201303102251A -6.71  148.37   AK.BPAW       AK.BPAW..BHR             64.10   -150.99     83.86   1383.20   1561.60      0.60      0.94      0.94      4.20     -0.32     -0.32
C201303102251A -6.71  148.37   AK.BPAW       AK.BPAW..BHR             64.10   -150.99     83.86   1596.00   1795.60     -0.40      0.90      0.90      4.51      0.19      0.19
C201303102251A -6.71  148.37   AK.BPAW       AK.BPAW..BHT             64.10   -150.99     83.86   1519.20   1787.60     -1.00      0.92      0.91      6.16     -0.05     -0.05
C201303102251A -6.71  148.37   AK.BPAW       AK.BPAW..BHT             64.10   -150.99     83.86   1787.60   1946.40      0.00      0.88      0.88      3.48     -0.38     -0.38
C201303102251A -6.71  148.37   AK.BPAW       AK.BPAW..BHT             64.10   -150.99     83.86   1946.40   2218.20     -1.60      0.98      0.96      6.63     -0.36     -0.36
C201303102251A -6.71  148.37   AK.BRLK       AK.BRLK..BHR             59.75   -150.91     81.77   2201.40   2552.60      3.40      0.92      0.86      8.04      0.14      0.14
C201303102251A -6.71  148.37   AK.BRLK       AK.BRLK..BHZ             59.75   -150.91     81.77    634.40    818.00     -3.40      0.91      0.81      4.18      0.16      0.15
C201303102251A -6.71  148.37   AK.BRLK       AK.BRLK..BHZ             59.75   -150.91     81.77   1214.80   1392.80     -1.40      0.93      0.92      4.13     -0.24     -0.25
C201303102251A -6.71  148.37   AK.BRLK       AK.BRLK..BHZ             59.75   -150.91     81.77   1392.80   1555.00      2.20      0.91      0.88      3.70      0.00      0.00
C201303102251A -6.71  148.37   AK.BRLK       AK.BRLK..BHZ             59.75   -150.91     81.77   1555.00   1765.20      1.80      0.92      0.90      4.84      0.09      0.09
C201303102251A -6.71  148.37   AK.BRLK       AK.BRLK..BHZ             59.75   -150.91     81.77   1849.20   1992.60     -2.20      0.89      0.85      3.21      0.29      0.29
C201303102251A -6.71  148.37   AK.BRLK       AK.BRLK..BHZ             59.75   -150.91     81.77   2126.20   2560.60      3.80      0.89      0.82      9.67      0.07      0.07
C201303102251A -6.71  148.37   AK.BWN        AK.BWN..BHZ              64.17   -149.30     84.54    648.40    828.00     -2.20      0.87      0.83      3.92     -0.02     -0.02
C201303102251A -6.71  148.37   AK.BWN        AK.BWN..BHZ              64.17   -149.30     84.54   1160.00   1420.20     -1.00      0.95      0.94      6.17     -0.29     -0.30
C201303102251A -6.71  148.37   AK.BWN        AK.BWN..BHZ              64.17   -149.30     84.54   1420.20   1610.20      2.80      0.85      0.81      4.05     -0.40     -0.42
C201303102251A -6.71  148.37   AK.BWN        AK.BWN..BHZ              64.17   -149.30     84.54   1610.20   1812.80     -3.20      0.96      0.91      4.87     -0.25     -0.25
C201303102251A -6.71  148.37   AK.CAST       AK.CAST..BHT             63.42   -152.08     83.10   1982.20   2202.20     -1.20      0.94      0.94      5.20     -0.37     -0.38
C201303102251A -6.71  148.37   AK.CCB        AK.CCB..BHT              64.65   -147.81     85.34   2005.80   2257.60     -0.80      0.99      0.98      6.20     -0.43     -0.43
C201303102251A -6.71  148.37   AK.COLD       AK.COLD..BHR             67.23   -150.20     85.67   1343.40   1626.00     -1.60      0.90      0.89      6.35     -0.50     -0.50
