C201407041500A -6.39  152.89  AK.SLK      AK.SLK..BHR       60.51  -150.22     80.22   2145.80  2597.00     0.00     0.00      0.95      0.95      0.95    10.72    11.87     11.87      0.46      0.46      0.46      0.45      0.45
C201407041500A -6.39  152.89  AK.SLK      AK.SLK..BHZ       60.51  -150.22     80.22   2143.60  2518.00    -0.60    -0.60      0.95      0.95      0.95     8.87     9.88      9.90      0.28      0.28      0.28      0.37      0.38
C201407041500A -6.39  152.89  AK.SPIA     AK.SPIA..BHZ      57.18  -170.25     70.24   1853.80  2292.40    -0.60    -0.60      0.96      0.96      0.96    10.57    11.37     11.39      0.10      0.10      0.10      0.27      0.28
C201407041500A -6.39  152.89  AK.SSN      AK.SSN..BHZ       61.46  -150.75     80.51   2156.20  2508.00    -0.40    -0.40      0.94      0.94      0.93     8.23     9.40      9.42      0.45      0.45      0.45      0.46      0.46
C201407041500A -6.39  152.89  AK.SSP      AK.SSP..BHR       60.18  -142.84     83.27   2227.80  2670.80    -1.60    -1.60      0.91      0.91      0.89    10.06    12.19     12.39      0.42      0.42      0.42      0.49      0.51
C201407041500A -6.39  152.89  AK.SSP      AK.SSP..BHZ       60.18  -142.84     83.27   2227.00  2716.60    -2.20    -2.20      0.93      0.93      0.90    11.34    13.21     13.58      0.22      0.22      0.22      0.40      0.44
C201407041500A -6.39  152.89  AK.SWD      AK.SWD..BHR       60.10  -149.45     80.33   2146.00  2538.20     0.60     0.60      0.91      0.91      0.91     8.90    10.80     10.82      0.12      0.12      0.12      0.42      0.42
C201407041500A -6.39  152.89  AK.SWD      AK.SWD..BHZ       60.10  -149.45     80.33   2144.60  2518.60    -0.40    -0.40      0.96      0.96      0.96     9.01     9.70      9.71      0.18      0.18      0.18      0.30      0.30
C201407041500A -6.39  152.89  AK.TABL     AK.TABL..BHZ      60.44  -141.14     84.15   2250.40  2653.80    -1.80    -1.80      0.93      0.93      0.91     9.35    10.88     11.10      0.25      0.25      0.25      0.40      0.44
C201407041500A -6.39  152.89  AK.TGL      AK.TGL..BHZ       60.75  -142.83     83.52   2234.60  2678.80    -1.60    -1.60      0.94      0.94      0.93    10.45    11.80     11.97      0.28      0.28      0.28      0.39      0.41
C201407041500A -6.39  152.89  AK.TRF      AK.TRF..BHR       63.45  -150.29     81.77   2197.80  2569.20     0.80     0.80      0.98      0.98      0.98     9.12     9.45      9.49      0.47      0.47      0.47      0.40      0.41
C201407041500A -6.39  152.89  AK.TRF      AK.TRF..BHZ       63.45  -150.29     81.77   2197.40  2544.20     0.00     0.00      0.97      0.97      0.97     8.44     8.91      8.91      0.41      0.41      0.41      0.39      0.39
C201407041500A -6.39  152.89  AK.UNV      AK.UNV..BHR       53.85  -166.50     69.16   1815.40  2304.00    -0.20    -0.20      0.97      0.97      0.97    11.84    12.60     12.61      0.27      0.27      0.27      0.32      0.32
C201407041500A -6.39  152.89  AK.UNV      AK.UNV..BHZ       53.85  -166.50     69.16   1816.80  2202.20    -0.60    -0.60      0.95      0.95      0.95     9.14    10.15     10.19      0.41      0.41      0.41      0.43      0.43
C201407041500A -6.39  152.89  AK.VRDI     AK.VRDI..BHR      61.23  -143.45     83.46   2241.20  2593.00    -1.80    -1.80      0.94      0.94      0.93     8.30     9.32      9.49      0.32      0.32      0.32      0.40      0.43
C201407041500A -6.39  152.89  AK.WAT3     AK.WAT3..BHZ      62.68  -148.54     82.04   2203.00  2550.40     0.00     0.00      0.95      0.95      0.95     8.29     9.10      9.10      0.43      0.43      0.43      0.43      0.43
C201407041500A -6.39  152.89  AK.WAT4     AK.WAT4..BHR      62.83  -147.94     82.36   2212.80  2609.00    -0.20    -0.20      0.91      0.91      0.91     8.97    10.94     10.94      0.52      0.52      0.52      0.52      0.52
C201407041500A -6.39  152.89  AK.WAT4     AK.WAT4..BHZ      62.83  -147.94     82.36   2212.20  2606.00    -0.20    -0.20      0.95      0.95      0.95     9.34    10.38     10.38      0.46      0.46      0.46      0.45      0.45
C201407041500A -6.39  152.89  AK.WAT5     AK.WAT5..BHR      63.06  -148.23     82.36   2214.40  2608.80     0.00     0.00      0.94      0.94      0.94     9.23    10.53     10.53      0.59      0.58      0.58      0.52      0.52
C201407041500A -6.39  152.89  AK.WAT5     AK.WAT5..BHZ      63.06  -148.23     82.36   2213.60  2606.20    -0.20    -0.20      0.96      0.96      0.96     9.39    10.26     10.26      0.42      0.42      0.42      0.42      0.42
