event_name     event_lat  event_lon  station     station_lat  station_lon  DT/T    
C051094C       -28.6200  296.9800  GT.LPAZ     -16.2880  291.8690   -0.3002
C051094C       -28.6200  296.9800  II.RPN      -27.1270  250.6660    0.0000
C051094C       -28.6200  296.9800  II.RPN      -27.1270  250.6660    0.0789
C051094C       -28.6200  296.9800  IU.AFI      -13.9090  188.2230   -0.0942
C051094C       -28.6200  296.9800  IU.RAR      -21.2120  200.2270    0.1203
C051094C       -28.6200  296.9800  IU.RAR      -21.2120  200.2270    0.0000
C051094C       -28.6200  296.9800  XB.NIUE     -18.9790  190.1240   -0.2712
C051094C       -28.6200  296.9800  XB.NUKU     -21.1840  184.7900   -0.1571
C051094C       -28.6200  296.9800  XB.NUKU     -21.1840  184.7900   -0.1650
C051200C       -23.7200  293.1500  G.HDC        10.0020  275.8890   -0.1154
C051200C       -23.7200  293.1500  G.KIP        21.4200  201.9890   -0.1608
C051200C       -23.7200  293.1500  G.KIP        21.4200  201.9890    0.0406
C051200C       -23.7200  293.1500  G.KIP        21.4200  201.9890   -0.2110
C051200C       -23.7200  293.1500  G.PEL       -33.1440  289.3250   -2.3168
C051200C       -23.7200  293.1500  G.UNM        19.3300  260.8220    0.1031
C051200C       -23.7200  293.1500  G.UNM        19.3300  260.8220    0.0000
C051200C       -23.7200  293.1500  GE.MAUI      20.7670  203.7550   -0.1745
C051200C       -23.7200  293.1500  GT.PLCA     -40.7330  289.4490    0.2833
C051200C       -23.7200  293.1500  GT.PLCA     -40.7330  289.4490    0.0000
C051200C       -23.7200  293.1500  II.EFI      -51.6750  301.9360    0.5689
C051200C       -23.7200  293.1500  II.EFI      -51.6750  301.9360    0.1766
C051200C       -23.7200  293.1500  II.EFI      -51.6750  301.9360    0.3873
C051200C       -23.7200  293.1500  II.RPN      -27.1270  250.6660   -0.0288
C051200C       -23.7200  293.1500  IU.HKT       29.9620  264.1620    0.0408
C051200C       -23.7200  293.1500  IU.HKT       29.9620  264.1620    0.0296
C051200C       -23.7200  293.1500  IU.KIP       21.4200  201.9890   -0.1608
C051200C       -23.7200  293.1500  IU.KIP       21.4200  201.9890    0.0568
C051200C       -23.7200  293.1500  IU.KIP       21.4200  201.9890   -0.1846
C051200C       -23.7200  293.1500  IU.PAYG      -0.6740  269.7140    0.0000
C051200C       -23.7200  293.1500  IU.PAYG      -0.6740  269.7140   -0.9113
C051200C       -23.7200  293.1500  IU.PAYG      -0.6740  269.7140   -0.0506
C051200C       -23.7200  293.1500  IU.POHA      19.7570  204.4670   -0.2480
C051200C       -23.7200  293.1500  IU.POHA      19.7570  204.4670   -0.0893
C051200C       -23.7200  293.1500  IU.POHA      19.7570  204.4670   -0.1838
C051200C       -23.7200  293.1500  IU.PTCN     -25.0710  229.9050   -0.1762
C051200C       -23.7200  293.1500  IU.TEIG      20.2260  271.7240   -0.0120
C051200C       -23.7200  293.1500  IU.XMAS       2.0450  202.5540   -0.2911
C051200C       -23.7200  293.1500  IU.XMAS       2.0450  202.5540   -0.2605
C051200C       -23.7200  293.1500  US.LTX       29.3340  256.3330   -0.0481
C051200C       -23.7200  293.1500  US.LTX       29.3340  256.3330   -0.2789
C051200C       -23.7200  293.1500  US.LTX       29.3340  256.3330    0.0095
C051200C       -23.7200  293.1500  YH.G02B      -1.3710  270.2570   -0.1385
C051200C       -23.7200  293.1500  YH.G03       -1.2780  269.5190   -0.1902
C051200C       -23.7200  293.1500  YH.G03       -1.2780  269.5190   -1.1488
C051200C       -23.7200  293.1500  YH.G03       -1.2780  269.5190   -0.1028
C051200C       -23.7200  293.1500  YH.G04B      -0.1700  269.1780   -0.0350
C051200C       -23.7200  293.1500  YH.G05        0.1360  268.6230   -0.7993
C051200C       -23.7200  293.1500  YH.G06       -0.3020  268.3650   -0.0872
C051200C       -23.7200  293.1500  YH.G06       -0.3020  268.3650   -0.1908
C052297B       18.7600  258.2700  G.HDC        10.0020  275.8890   -0.1681
C052297B       18.7600  258.2700  G.PEL       -33.1440  289.3250   -0.4927
C052297B       18.7600  258.2700  G.PEL       -33.1440  289.3250   -0.2042
C052297B       18.7600  258.2700  GT.LPAZ     -16.2880  291.8690   -0.6358
C052297B       18.7600  258.2700  GT.LPAZ     -16.2880  291.8690    0.0000
