event_name     event_lat  event_lon  station     station_lat  station_lon  DT/T    
C052597D       -32.0200  180.0500  XH.CHAS     -21.9600  292.1500   -0.0637
C052597D       -32.0200  180.0500  XH.CHAS     -21.9600  292.1500    0.2980
C052597D       -32.0200  180.0500  XH.LCOL     -22.2800  292.3500   -0.0142
C052597D       -32.0200  180.0500  XH.LCOL     -22.2800  292.3500   -0.1114
C052597D       -32.0200  180.0500  XH.OLLA     -21.3200  291.9600   -0.0934
C052597D       -32.0200  180.0500  XH.UYUN     -20.4600  293.2500   -0.2065
C060204B       -32.7800  181.1400  G.KIP        21.4200  201.9890   -0.2635
C060204B       -32.7800  181.1400  G.KIP        21.4200  201.9890   -0.2943
C060204B       -32.7800  181.1400  G.PPT       -17.5690  210.4240    0.5287
C060204B       -32.7800  181.1400  G.PPT       -17.5690  210.4240    0.4703
C060204B       -32.7800  181.1400  GE.MAUI      20.7670  203.7550   -0.3550
C060204B       -32.7800  181.1400  GT.LPAZ     -16.2880  291.8690   -0.2284
C060204B       -32.7800  181.1400  GT.LPAZ     -16.2880  291.8690   -0.2996
C060204B       -32.7800  181.1400  II.RPN      -27.1270  250.6660   -0.0234
C060204B       -32.7800  181.1400  IM.TX31      29.3340  256.3320   -0.0147
C060204B       -32.7800  181.1400  IM.TX31      29.3340  256.3320    0.0075
C060204B       -32.7800  181.1400  IU.HKT       29.9620  264.1620   -0.0981
C060204B       -32.7800  181.1400  IU.HKT       29.9620  264.1620   -0.0745
C060204B       -32.7800  181.1400  IU.LCO      -29.0110  289.3000   -0.1546
C060204B       -32.7800  181.1400  IU.LVC      -22.6130  291.0890   -0.3758
C060204B       -32.7800  181.1400  IU.LVC      -22.6130  291.0890   -0.4205
C060204B       -32.7800  181.1400  IU.OTAV       0.2380  281.5490   -0.4618
C060204B       -32.7800  181.1400  IU.PTCN     -25.0710  229.9050    0.3732
C060204B       -32.7800  181.1400  IU.RAR      -21.2120  200.2270    0.4483
C060204B       -32.7800  181.1400  IU.RAR      -21.2120  200.2270    0.1164
C060204B       -32.7800  181.1400  IU.RAR      -21.2120  200.2270    0.3975
C060204B       -32.7800  181.1400  IU.TEIG      20.2260  271.7240    0.0271
C060204B       -32.7800  181.1400  IU.TRQA     -38.0570  298.0210   -0.4109
C060204B       -32.7800  181.1400  IU.TRQA     -38.0570  298.0210   -0.3793
C060204B       -32.7800  181.1400  NR.NE71      31.6900  244.0950    0.2046
C060204B       -32.7800  181.1400  NR.NE73      30.0650  244.6520    0.1889
C060204B       -32.7800  181.1400  NR.NE74      28.0080  245.9860    0.2013
C060204B       -32.7800  181.1400  NR.NE75      27.2930  247.1440    0.1698
C060204B       -32.7800  181.1400  NR.NE75      27.2930  247.1440    0.1967
C060204B       -32.7800  181.1400  NR.NE76      26.8890  248.0010    0.1142
C060204B       -32.7800  181.1400  NR.NE76      26.8890  248.0010    0.1180
C060204B       -32.7800  181.1400  NR.NE79      23.1190  250.2440   -0.0160
C060204B       -32.7800  181.1400  NR.NE80      30.5000  247.6800    0.2481
C060204B       -32.7800  181.1400  US.JCT       30.4790  260.1980    0.0561
C060204B       -32.7800  181.1400  US.JCT       30.4790  260.1980    0.0141
C060204B       -32.7800  181.1400  US.LTX       29.3340  256.3330   -0.0147
C060204B       -32.7800  181.1400  US.LTX       29.3340  256.3330    0.0075
C060204B       -32.7800  181.1400  ZI.HAO      -18.0620  219.0380    0.3909
C060204B       -32.7800  181.1400  ZI.HIV       -9.7650  220.9930    0.5189
C060204B       -32.7800  181.1400  ZI.MAT      -14.8700  211.2880    0.3679
C060798C       15.9600  266.0100  G.KIP        21.4200  201.9890   -0.6690
C060798C       15.9600  266.0100  G.KIP        21.4200  201.9890   -0.0968
C060798C       15.9600  266.0100  G.KIP        21.4200  201.9890   -0.7182
C060798C       15.9600  266.0100  G.PEL       -33.1440  289.3250   -0.6636
C060798C       15.9600  266.0100  G.PEL       -33.1440  289.3250   -0.7037
C060798C       15.9600  266.0100  G.UNM        19.3300  260.8220   -1.0493
C060798C       15.9600  266.0100  G.UNM        19.3300  260.8220   -1.2834
